,FG%,3P%,FT%,AST%,OREB%,DREB%,REB%,TOV%,EFG%,TS%
WIN%,0.626083985853416,0.5049796750633035,0.19683656400776747,0.1253554264204574,-0.04856414842710349,0.1760117916087681,0.43095765238208894,-0.22502914688827538,0.5713077203876653,0.6039195198881232
