ID,NAME,GP,PTS,W,L,WIN%,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,+/-,OFF RATING,DEF RATING,NET RATING,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PIE
1610612737,Atlanta Hawks,82,102.8,48,34,58.5,45.800000000000004,35.0,78.3,8.3,33.8,42.1,25.6,15.0,3.6,104.6,100.8,3.9,66.3,1.71,19.0,23.400000000000002,69.8,47.4,15.2,51.6,55.2,52.800000000000004
1610612738,Boston Celtics,82,105.7,48,34,58.5,43.9,33.5,78.8,11.6,33.3,44.9,24.2,13.7,3.2,105.8,102.5,3.3,61.6,1.76,17.4,28.999999999999996,70.7,49.5,13.8,48.8,53.1,52.0
1610612751,Brooklyn Nets,82,98.6,21,61,25.6,45.300000000000004,35.199999999999996,75.7,10.5,31.9,42.4,22.3,14.8,-7.4,102.4,109.7,-7.4,58.3,1.51,17.0,27.900000000000002,71.6,49.4,15.299999999999999,49.2,52.7,46.0
1610612766,Charlotte Hornets,82,103.4,48,34,58.5,43.9,36.199999999999996,79.0,9.0,35.0,43.9,21.7,12.5,2.7,106.4,103.7,2.7,58.599999999999994,1.73,16.7,24.4,75.4,49.9,12.9,50.2,54.50000000000001,51.1
1610612741,Chicago Bulls,82,101.6,42,40,51.2,44.1,37.1,78.7,11.1,35.2,46.3,22.8,13.9,-1.5,104.1,105.5,-1.4,59.099999999999994,1.64,17.0,28.999999999999996,71.39999999999999,50.6,14.2,48.699999999999996,52.6,49.4
1610612739,Cleveland Cavaliers,82,104.3,57,25,69.5,46.0,36.199999999999996,74.8,10.6,33.9,44.5,22.7,13.6,6.0,110.2,103.9,6.3,58.699999999999996,1.67,17.4,29.4,74.2,51.9,14.299999999999999,52.400000000000006,55.800000000000004,52.800000000000004
1610612742,Dallas Mavericks,82,102.3,42,40,51.2,44.4,34.4,79.4,9.2,33.9,43.1,22.1,12.8,-0.3,105.5,105.9,-0.4,59.199999999999996,1.73,17.0,24.099999999999998,72.3,48.4,13.200000000000001,50.2,54.400000000000006,50.3
1610612743,Denver Nuggets,82,101.9,33,49,40.2,44.2,33.800000000000004,76.6,11.5,33.1,44.6,22.7,14.7,-3.1,104.9,108.2,-3.3,60.099999999999994,1.55,16.9,30.4,73.2,51.300000000000004,15.1,48.9,53.1,47.9
1610612765,Detroit Pistons,82,102.0,44,38,53.7,43.9,34.5,66.8,12.5,33.9,46.3,19.4,13.5,0.6,105.3,104.9,0.3,51.2,1.44,14.8,31.3,75.3,52.1,14.000000000000002,49.1,52.2,48.6
1610612744,Golden State Warriors,82,114.9,73,9,89.0,48.699999999999996,41.6,76.3,10.0,36.2,46.2,28.9,15.2,10.8,113.5,102.8,10.6,68.0,1.91,20.4,26.700000000000003,72.0,50.7,15.0,56.3,59.3,56.699999999999996
1610612745,Houston Rockets,82,106.5,41,41,50.0,45.2,34.699999999999996,69.39999999999999,11.3,31.7,43.1,22.2,15.9,0.2,107.3,107.3,0.0,58.9,1.39,16.4,29.7,69.19999999999999,49.2,16.1,51.6,55.300000000000004,49.0
1610612754,Indiana Pacers,82,102.2,45,37,54.900000000000006,45.0,35.099999999999994,76.4,10.3,33.9,44.2,21.2,14.9,1.7,103.8,102.2,1.6,55.400000000000006,1.43,16.1,27.1,71.39999999999999,49.4,15.1,49.7,53.6,51.800000000000004
1610612746,Los Angeles Clippers,82,104.5,53,29,64.60000000000001,46.5,36.4,69.19999999999999,8.8,33.3,42.0,22.8,13.0,4.3,107.2,102.7,4.5,59.599999999999994,1.76,17.4,23.400000000000002,69.69999999999999,47.199999999999996,13.3,52.400000000000006,55.60000000000001,53.300000000000004
1610612747,Los Angeles Lakers,82,97.3,17,65,20.7,41.4,31.7,78.10000000000001,10.7,32.3,43.0,18.0,13.7,-9.6,100.7,110.3,-9.7,51.300000000000004,1.31,14.1,27.1,71.2,48.4,14.2,46.0,50.9,42.4
