ID,NAME,GP,PTS,W,L,WIN%,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,+/-,OFF RATING,DEF RATING,NET RATING,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PIE
1610612737,Atlanta Hawks,82,113.3,29,53,35.4,45.1,35.199999999999996,75.2,11.6,34.5,46.1,25.8,17.0,-6.0,107.5,113.1,-5.5,62.4,1.52,17.7,28.4,71.8,49.6,16.2,52.2,55.50000000000001,46.400000000000006
1610612738,Boston Celtics,82,112.4,49,33,59.8,46.5,36.5,80.2,9.8,34.7,44.5,26.3,12.8,4.4,111.3,107.0,4.3,62.4,2.05,18.8,25.7,72.8,49.5,12.7,53.400000000000006,56.699999999999996,53.0
1610612751,Brooklyn Nets,82,112.2,42,40,51.2,44.9,35.3,74.5,11.0,35.6,46.6,23.8,15.1,-0.1,108.9,109.0,-0.1,59.199999999999996,1.58,16.9,28.199999999999996,72.0,50.1,14.6,52.0,55.60000000000001,49.2
1610612766,Charlotte Hornets,82,110.7,39,43,47.599999999999994,44.800000000000004,35.099999999999994,79.7,9.9,33.9,43.8,23.2,12.2,-1.1,110.7,112.0,-1.3,57.8,1.9,17.0,26.8,73.1,49.5,12.2,51.4,55.400000000000006,48.6
1610612741,Chicago Bulls,82,104.9,22,60,26.8,45.300000000000004,35.099999999999994,78.3,8.8,34.1,42.9,21.9,14.1,-8.4,104.5,112.8,-8.3,55.00000000000001,1.55,16.3,24.2,72.7,48.3,14.099999999999998,50.5,54.1,45.300000000000004
1610612739,Cleveland Cavaliers,82,104.5,19,63,23.200000000000003,44.4,35.5,79.2,10.7,31.9,42.7,20.7,13.5,-9.6,106.8,116.8,-10.0,53.2,1.54,15.6,28.199999999999996,73.2,49.6,13.8,50.3,54.0,43.6
1610612742,Dallas Mavericks,82,108.9,33,49,40.2,44.7,34.0,74.2,10.1,35.2,45.3,23.4,14.2,-1.3,108.7,110.1,-1.5,60.3,1.64,17.0,27.3,73.4,50.3,14.2,51.9,55.50000000000001,49.2
1610612743,Denver Nuggets,82,110.7,54,28,65.9,46.6,35.099999999999994,75.5,11.9,34.5,46.4,27.4,13.4,4.0,112.1,108.1,4.0,65.3,2.04,19.3,30.8,74.4,52.400000000000006,13.600000000000001,52.7,55.800000000000004,52.400000000000006
1610612765,Detroit Pistons,82,107.0,41,41,50.0,44.0,34.8,74.7,11.4,33.6,45.0,22.5,13.8,-0.2,108.4,108.7,-0.3,57.9,1.63,16.5,29.099999999999998,74.5,50.9,14.000000000000002,50.9,54.400000000000006,48.199999999999996
1610612744,Golden State Warriors,82,117.7,57,25,69.5,49.1,38.5,80.10000000000001,9.7,36.5,46.2,29.4,14.3,6.5,115.0,108.6,6.5,66.8,2.06,20.4,25.7,72.7,50.5,13.900000000000002,56.49999999999999,59.599999999999994,54.6
1610612745,Houston Rockets,82,113.9,53,29,64.60000000000001,44.9,35.6,79.10000000000001,10.2,31.9,42.1,21.2,13.3,4.8,114.9,110.1,4.8,54.1,1.59,15.9,26.900000000000002,70.0,48.1,13.5,54.2,58.099999999999994,49.8
