ID,NAME,GP,PTS,W,L,WIN%,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,+/-,OFF RATING,DEF RATING,NET RATING,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PIE
1610612737,Atlanta Hawks,82,98.0,44,38,53.7,46.400000000000006,37.1,71.5,9.2,31.6,40.9,24.5,14.9,0.4,103.7,103.4,0.3,65.10000000000001,1.65,18.8,25.4,70.1,48.199999999999996,15.7,51.7,54.6,50.9
1610612738,Boston Celtics,81,96.5,41,40,50.6,46.5,35.8,77.60000000000001,8.1,31.3,39.3,22.8,14.6,-0.2,102.2,102.6,-0.5,61.4,1.56,17.9,24.6,69.0,47.699999999999996,15.4,50.3,54.2,50.7
1610612751,Brooklyn Nets,82,96.9,49,33,59.8,45.0,35.699999999999996,73.1,12.8,30.0,42.8,20.3,14.7,1.8,106.9,104.8,2.0,56.699999999999996,1.38,16.1,34.300000000000004,70.1,52.0,16.2,49.8,53.6,50.9
1610612766,Charlotte Hornets,82,93.4,21,61,25.6,42.5,33.5,75.0,11.2,29.1,40.3,19.4,14.1,-9.2,100.4,110.3,-9.9,56.2,1.38,15.3,30.5,67.9,48.6,15.1,46.0,50.7,43.8
1610612741,Chicago Bulls,82,93.2,45,37,54.900000000000006,43.7,35.3,77.3,12.5,30.7,43.2,23.0,14.3,0.3,102.4,101.9,0.5,64.5,1.61,17.8,33.2,69.89999999999999,51.4,15.7,47.0,51.2,51.4
1610612739,Cleveland Cavaliers,82,96.5,24,58,29.299999999999997,43.4,34.599999999999994,75.6,12.2,28.8,41.0,20.7,14.0,-4.7,103.2,108.2,-5.0,56.599999999999994,1.47,15.9,32.6,69.5,50.0,15.0,47.3,51.4,45.0
1610612742,Dallas Mavericks,82,101.1,41,41,50.0,46.2,37.2,79.3,9.4,32.6,41.9,23.2,14.0,-0.6,104.7,105.4,-0.6,59.9,1.67,17.7,25.900000000000002,69.8,48.4,14.399999999999999,50.6,54.400000000000006,50.2
1610612743,Denver Nuggets,82,106.1,57,25,69.5,47.8,34.300000000000004,70.1,13.3,31.7,45.0,24.4,15.3,5.1,109.3,104.2,5.1,60.0,1.6,17.8,34.5,67.5,51.300000000000004,15.7,51.5,54.900000000000006,53.800000000000004
1610612765,Detroit Pistons,82,94.9,29,53,35.4,44.9,35.6,69.89999999999999,12.1,30.0,42.1,21.2,15.1,-4.0,102.7,107.2,-4.5,58.5,1.4,16.6,32.4,69.5,50.6,16.400000000000002,48.699999999999996,52.1,46.7
1610612744,Golden State Warriors,82,101.2,47,35,57.3,45.800000000000004,40.300000000000004,79.0,10.8,34.2,45.0,22.5,15.1,0.9,105.1,104.2,0.9,58.9,1.49,17.1,28.499999999999996,71.2,50.6,15.7,50.6,54.50000000000001,50.2
1610612745,Houston Rockets,82,106.0,45,37,54.900000000000006,46.1,36.6,75.4,11.1,32.3,43.4,23.2,16.4,3.5,108.8,105.3,3.5,60.9,1.41,17.3,30.5,71.0,50.9,16.900000000000002,52.5,56.39999999999999,51.0
1610612754,Indiana Pacers,81,94.7,49,32,60.5,43.6,34.699999999999996,74.6,12.9,33.0,45.9,20.3,15.1,4.0,103.4,99.0,4.4,57.8,1.34,16.0,33.6,70.1,52.2,16.5,47.9,52.1,53.7
1610612746,Los Angeles Clippers,82,101.1,56,26,68.30000000000001,47.8,35.8,71.1,11.4,30.2,41.6,23.9,14.6,6.5,109.8,102.8,6.9,62.0,1.64,18.4,32.300000000000004,69.69999999999999,51.2,15.9,52.6,55.7,54.800000000000004
1610612747,Los Angeles Lakers,82,102.2,45,37,54.900000000000006,45.800000000000004,35.5,69.19999999999999,11.5,33.3,44.8,22.2,15.0,1.2,107.0,105.9,1.1,59.8,1.48,16.8,30.9,70.19999999999999,51.0,15.7,51.2,54.800000000000004,51.300000000000004
1610612763,Memphis Grizzlies,82,93.4,56,26,68.30000000000001,44.4,34.5,77.3,12.9,29.8,42.7,20.9,14.0,4.1,103.6,99.1,4.5,57.9,1.5,16.5,34.4,70.19999999999999,52.0,15.5,47.199999999999996,51.4,53.1
1610612748,Miami Heat,82,102.9,66,16,80.5,49.6,39.6,75.4,8.2,30.4,38.6,23.0,13.9,7.9,111.4,103.2,8.2,60.0,1.65,18.4,26.400000000000002,67.80000000000001,48.5,15.1,55.2,58.8,56.39999999999999
1610612749,Milwaukee Bucks,82,98.9,38,44,46.300000000000004,43.5,36.0,73.6,13.0,30.9,44.0,22.9,14.1,-1.5,102.5,104.2,-1.7,60.0,1.62,17.0,31.5,67.80000000000001,49.1,14.6,47.599999999999994,51.0,48.8
1610612750,Minnesota Timberwolves,82,95.7,31,51,37.8,43.9,30.5,74.2,11.9,30.2,42.0,22.4,14.8,-2.4,101.8,104.0,-2.2,62.4,1.51,17.1,31.2,70.19999999999999,50.0,15.7,47.3,51.6,49.4
1610612740,New Orleans Pelicans,82,94.1,27,55,32.9,44.800000000000004,36.3,77.60000000000001,12.0,29.6,41.6,21.0,14.5,-3.9,104.5,108.9,-4.4,58.199999999999996,1.44,16.7,33.2,70.5,51.4,16.2,48.9,52.800000000000004,46.400000000000006
1610612752,New York Knicks,82,100.0,54,28,65.9,44.800000000000004,37.6,75.9,10.9,29.7,40.6,19.3,12.0,4.2,109.8,105.4,4.5,52.7,1.6,15.6,29.099999999999998,70.8,49.4,13.200000000000001,51.5,55.00000000000001,51.2
1610612760,Oklahoma City Thunder,82,105.7,60,22,73.2,48.1,37.7,82.8,10.4,33.2,43.6,21.4,15.3,9.2,111.0,101.2,9.9,56.10000000000001,1.4,16.6,29.099999999999998,70.19999999999999,51.300000000000004,16.0,52.7,57.99999999999999,56.99999999999999
1610612753,Orlando Magic,82,94.1,20,62,24.4,44.800000000000004,32.9,75.5,10.9,31.9,42.7,22.8,14.5,-7.0,100.9,108.4,-7.4,60.5,1.57,17.6,29.299999999999997,70.7,49.8,15.6,48.5,51.4,45.9
1610612755,Philadelphia 76ers,82,93.2,34,48,41.5,44.4,36.0,72.89999999999999,10.9,30.4,41.3,22.8,13.0,-3.3,101.0,104.7,-3.7,61.0,1.74,17.7,29.099999999999998,69.5,48.9,14.099999999999998,48.1,50.9,47.4
1610612756,Phoenix Suns,82,95.2,25,57,30.5,44.3,33.0,74.4,11.7,29.9,41.6,22.6,15.6,-6.5,100.2,106.9,-6.7,60.6,1.45,17.1,30.8,68.7,49.1,16.400000000000002,47.699999999999996,51.2,45.800000000000004
1610612757,Portland Trail Blazers,82,97.5,33,49,40.2,44.800000000000004,35.3,77.60000000000001,10.7,30.2,40.8,21.8,14.7,-3.2,104.5,107.9,-3.4,59.3,1.48,17.0,29.4,70.19999999999999,49.5,15.7,49.8,53.6,46.800000000000004
1610612758,Sacramento Kings,82,100.2,28,54,34.1,44.7,36.3,76.9,11.5,29.1,40.6,20.8,14.6,-4.9,105.3,110.0,-4.7,55.300000000000004,1.42,16.0,30.599999999999998,67.30000000000001,48.5,15.4,49.1,53.2,45.4
1610612759,San Antonio Spurs,82,103.0,58,24,70.7,48.1,37.6,79.10000000000001,8.1,33.2,41.3,25.1,14.7,6.4,107.0,100.3,6.7,64.1,1.71,19.1,24.3,71.5,49.3,15.299999999999999,53.1,56.8,55.1
1610612761,Toronto Raptors,82,97.2,34,48,41.5,44.6,34.300000000000004,78.8,10.6,29.6,40.2,21.5,13.7,-1.5,105.0,106.4,-1.4,59.199999999999996,1.57,16.9,29.599999999999998,68.8,49.0,14.799999999999999,48.8,53.2,48.4
1610612762,Utah Jazz,82,98.0,43,39,52.400000000000006,45.4,36.6,76.4,12.1,30.0,42.0,22.7,14.8,-0.1,105.4,105.6,-0.2,61.0,1.54,17.4,32.9,69.69999999999999,51.0,15.9,49.2,53.300000000000004,50.4
1610612764,Washington Wizards,82,93.2,29,53,35.4,43.5,36.5,73.3,10.8,32.3,43.2,21.6,15.1,-2.5,99.3,101.6,-2.3,61.0,1.43,16.9,27.900000000000002,70.6,49.1,16.1,47.5,51.2,48.1
